player,team,agents,rounds_played,rating,acs,adr,kpr,apr,fkpr,fdpr,kills,deaths,assists,first_kills,first_deaths,hs_pct,clutch_success_pct,clutches_won_played,max_kills_map,tournament,stage,match_type,map,game_id,match_id,kdr,kad,fk_fd_diff,hs_rate,clutch_rate
Art,DetonatioN FocusMe,"breach, omen, sova, tejo",225,0.61,136.0,93.0,0.42,0.31,0.04,0.12,94,182,69,9,28,21.0,,0/18,16,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.5164835164835165,0.8956043956043956,-19,0.21,0.0
CLZ,ZETA DIVISION,"sova, tejo",255,0.96,178.0,126.0,0.61,0.22,0.07,0.04,155,176,57,19,11,26.0,16.0,7/44,23,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.8806818181818182,1.2045454545454546,8,0.26,0.1590909090909091
Dambi,Nongshim RedForce,"jett, neon, waylay, yoru",333,0.95,211.0,134.0,0.72,0.24,0.15,0.18,240,242,81,49,61,24.0,16.0,3/19,23,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.9917355371900828,1.3264462809917354,-12,0.24,0.1578947368421052
Deryeon,Global Esports,"jett, raze, yoru",78,0.81,208.0,132.0,0.64,0.24,0.19,0.14,50,68,19,15,11,25.0,,0/9,16,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.7352941176470589,1.0147058823529411,4,0.25,0.0
Estrella,DRX,"breach, cypher, harbor, kayo, killjoy, omen, viper, vyse",382,0.83,162.0,104.0,0.56,0.32,0.06,0.08,214,255,121,22,29,25.0,11.0,4/38,22,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.8392156862745098,1.3137254901960784,-7,0.25,0.1052631578947368
Francis,Nongshim RedForce,"breach, fade, harbor, kayo, sova, tejo",333,1.05,199.0,131.0,0.69,0.28,0.1,0.09,231,225,92,33,29,21.0,8.0,3/37,25,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,1.0266666666666666,1.4355555555555557,4,0.21,0.081081081081081
Ivy,Nongshim RedForce,"deadlock, iso, sova, tejo, vyse",333,1.01,172.0,113.0,0.65,0.22,0.07,0.07,215,212,74,22,22,30.0,14.0,6/42,18,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,1.0141509433962264,1.3632075471698113,0,0.3,0.1428571428571428
Jinboong,DetonatioN FocusMe,"fade, viper, vyse",225,0.8,157.0,111.0,0.54,0.21,0.06,0.13,121,169,48,14,29,33.0,12.0,4/33,16,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.7159763313609467,1.0,-15,0.33,0.1212121212121212
Jremy,Team Secret,"iso, jett, neon, raze, waylay, yoru",271,0.9,201.0,132.0,0.71,0.21,0.14,0.18,192,211,58,37,49,26.0,19.0,4/21,27,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.909952606635071,1.1848341232227488,-12,0.26,0.1904761904761904
Killua,TALON,"breach, fade, killjoy, tejo, vyse, yoru",392,0.99,188.0,127.0,0.67,0.26,0.09,0.07,263,268,101,36,29,34.0,14.0,6/44,18,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.9813432835820896,1.3582089552238803,7,0.34,0.1363636363636363
Kr1stal,Global Esports,"fade, sova, tejo",199,1.07,188.0,127.0,0.69,0.23,0.05,0.1,138,137,45,10,19,24.0,13.0,5/40,19,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,1.0072992700729928,1.3357664233576645,-9,0.24,0.125
Meiy,DetonatioN FocusMe,"jett, neon, raze, yoru",225,0.9,190.0,124.0,0.7,0.12,0.09,0.13,158,178,27,20,30,28.0,18.0,5/28,19,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.8876404494382022,1.0393258426966292,-10,0.28,0.1785714285714285
NcSlasher,BOOM Esports,"breach, deadlock, kayo, omen, tejo",344,1.05,197.0,127.0,0.7,0.37,0.06,0.07,240,232,127,19,25,28.0,8.0,3/37,22,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,1.0344827586206895,1.581896551724138,-6,0.28,0.081081081081081
Papi,Global Esports,"astra, omen",199,0.8,152.0,99.0,0.55,0.32,0.05,0.09,110,147,63,10,18,26.0,19.0,4/21,15,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.7482993197278912,1.1768707482993197,-8,0.26,0.1904761904761904
Persia,Nongshim RedForce,"astra, brimstone, omen, viper",333,0.99,174.0,113.0,0.6,0.37,0.09,0.06,200,218,123,29,19,26.0,18.0,7/39,22,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.9174311926605504,1.481651376146789,10,0.26,0.1794871794871795
Shiro,BOOM Esports,"kayo, sova, tejo",344,0.93,188.0,128.0,0.64,0.27,0.09,0.07,220,244,94,32,24,27.0,19.0,6/32,23,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.9016393442622952,1.286885245901639,8,0.27,0.1875
SyouTa,ZETA DIVISION,"cypher, killjoy, viper, vyse",255,0.79,163.0,108.0,0.58,0.19,0.1,0.07,147,190,48,26,18,35.0,9.0,3/32,18,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.7736842105263158,1.0263157894736843,8,0.35,0.09375
TenTen,ZETA DIVISION,"neon, yoru",103,0.94,216.0,136.0,0.73,0.19,0.22,0.22,75,78,20,23,23,16.0,25.0,1/4,20,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.9615384615384616,1.2179487179487178,0,0.16,0.25
UdoTan,Global Esports,"cypher, iso, killjoy",199,1.04,215.0,148.0,0.75,0.22,0.1,0.13,150,149,43,20,25,30.0,13.0,4/32,28,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,1.0067114093959733,1.2953020134228188,-5,0.3,0.125
Wild0reoo,Team Secret,"breach, chamber, cypher, gekko, jett, raze, tejo, yoru",271,0.85,186.0,123.0,0.66,0.17,0.12,0.14,179,212,45,32,37,26.0,18.0,4/22,25,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.8443396226415094,1.0566037735849056,-5,0.26,0.1818181818181818
Xdll,ZETA DIVISION,"breach, iso, vyse",255,0.88,200.0,129.0,0.7,0.23,0.12,0.09,178,203,59,31,24,35.0,15.0,4/27,21,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.8768472906403941,1.167487684729064,7,0.35,0.1481481481481481
dos9,BOOM Esports,"astra, brimstone, iso, omen, viper",344,1.19,212.0,136.0,0.76,0.47,0.09,0.07,261,222,160,30,24,26.0,29.0,14/48,35,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,1.1756756756756757,1.8963963963963963,6,0.26,0.2916666666666667
gyen,DetonatioN FocusMe,"astra, brimstone, omen, viper",225,0.95,190.0,126.0,0.62,0.34,0.08,0.1,139,177,76,17,22,37.0,5.0,2/38,21,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.7853107344632768,1.2146892655367232,-5,0.37,0.0526315789473684
invy,Team Secret,"breach, cypher, kayo, omen, vyse",271,1.26,237.0,158.0,0.87,0.35,0.08,0.07,236,186,95,23,18,29.0,10.0,3/31,27,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,1.2688172043010753,1.7795698924731185,5,0.29,0.0967741935483871
kellyS,Global Esports,"breach, cypher, deadlock, vyse",199,0.87,182.0,120.0,0.62,0.33,0.06,0.09,124,153,66,11,18,21.0,12.0,2/17,19,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.8104575163398693,1.2418300653594772,-7,0.21,0.1176470588235294
margaret,Nongshim RedForce,"cypher, killjoy, viper",333,1.07,206.0,136.0,0.74,0.17,0.11,0.09,248,220,57,35,30,29.0,21.0,8/38,27,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,1.1272727272727272,1.3863636363636365,5,0.29,0.2105263157894736
thyy,TALON,"astra, brimstone, omen, viper",392,0.93,177.0,114.0,0.62,0.39,0.06,0.05,242,274,153,23,20,33.0,9.0,5/53,24,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.8832116788321168,1.4416058394160585,3,0.33,0.0943396226415094
yokam,Global Esports,"jett, raze, yoru",121,0.55,153.0,104.0,0.48,0.17,0.16,0.19,58,104,21,19,23,23.0,13.0,1/8,15,VCT 2025: Pacific Stage 1,All Stages,All Match Types,,,,0.5576923076923077,0.7596153846153846,-4,0.23,0.125
BORKUM,Team Secret,"astra, omen, viper",163,0.95,166.0,111.0,0.63,0.25,0.07,0.09,103,105,41,11,14,19.0,38.0,6/16,19,Valorant Champions 2021,All Stages,All Match Types,,,,0.9809523809523808,1.3714285714285714,-3,0.19,0.375
ChAlalala,FULL SENSE,cypher,82,0.79,140.0,90.0,0.5,0.11,0.04,0.07,41,58,9,3,6,31.0,8.0,1/13,13,Valorant Champions 2021,All Stages,All Match Types,,,,0.7068965517241379,0.8620689655172413,-3,0.31,0.0769230769230769
DubsteP,Team Secret,jett,163,1.06,238.0,156.0,0.87,0.11,0.22,0.14,141,123,18,36,23,28.0,0.0,0/13,28,Valorant Champions 2021,All Stages,All Match Types,,,,1.146341463414634,1.2926829268292683,13,0.28,0.0
JessieVash,Team Secret,"sage, sova",163,0.95,202.0,145.0,0.62,0.39,0.1,0.11,101,120,64,16,18,25.0,24.0,5/21,15,Valorant Champions 2021,All Stages,All Match Types,,,,0.8416666666666667,1.375,-2,0.25,0.238095238095238
JohnOlsen,FULL SENSE,"jett, skye",82,0.84,192.0,133.0,0.65,0.2,0.13,0.18,53,68,16,11,15,25.0,0.0,0/3,16,Valorant Champions 2021,All Stages,All Match Types,,,,0.7794117647058824,1.0147058823529411,-4,0.25,0.0
LAMMYSNAX,FULL SENSE,"skye, sova, viper",82,0.91,213.0,148.0,0.74,0.24,0.11,0.06,61,65,20,9,5,26.0,0.0,0/14,24,Valorant Champions 2021,All Stages,All Match Types,,,,0.9384615384615383,1.2461538461538462,4,0.26,0.0
PTC,FULL SENSE,"breach, jett, skye",82,0.78,169.0,118.0,0.59,0.32,0.15,0.16,48,62,26,12,13,25.0,9.0,1/11,19,Valorant Champions 2021,All Stages,All Match Types,,,,0.7741935483870968,1.1935483870967742,-1,0.25,0.0909090909090909
SuperBusS,FULL SENSE,"astra, viper",82,0.87,179.0,130.0,0.63,0.22,0.04,0.06,52,61,18,3,5,24.0,8.0,1/12,19,Valorant Champions 2021,All Stages,All Match Types,,,,0.8524590163934426,1.147540983606557,-2,0.24,0.0833333333333333
Witz,Team Secret,"breach, raze, reyna, skye",163,1.01,205.0,137.0,0.72,0.26,0.06,0.08,117,115,43,10,13,22.0,0.0,0/14,18,Valorant Champions 2021,All Stages,All Match Types,,,,1.017391304347826,1.391304347826087,-3,0.22,0.0
Xeppaa,Cloud9,"kayo, raze",236,0.92,195.0,130.0,0.65,0.33,0.08,0.11,154,174,77,20,25,17.0,15.0,2/13,25,Valorant Champions 2021,All Stages,All Match Types,,,,0.8850574712643678,1.3275862068965518,-5,0.17,0.1538461538461538
dispenser,Team Secret,"cypher, killjoy, sage",163,1.12,212.0,145.0,0.81,0.26,0.06,0.08,132,112,42,9,13,25.0,14.0,4/28,20,Valorant Champions 2021,All Stages,All Match Types,,,,1.1785714285714286,1.5535714285714286,-4,0.25,0.1428571428571428
mitch,Cloud9,"cypher, killjoy, sage, viper",236,0.97,185.0,123.0,0.64,0.18,0.08,0.06,152,156,42,20,15,17.0,19.0,5/27,26,Valorant Champions 2021,All Stages,All Match Types,,,,0.9743589743589745,1.2435897435897436,5,0.17,0.1851851851851851
mwzera,Keyd Stars,"skye, sova",98,0.95,189.0,121.0,0.62,0.21,0.05,0.07,61,67,21,5,7,15.0,10.0,1/10,21,Valorant Champions 2021,All Stages,All Match Types,,,,0.9104477611940298,1.2238805970149254,-2,0.15,0.1
BerserX,BOOM Esports,"jett, neon, skye",131,0.66,156.0,101.0,0.55,0.12,0.12,0.19,72,105,16,16,25,18.0,0.0,0/6,21,Valorant Champions 2022,All Stages,All Match Types,,,,0.6857142857142857,0.8380952380952381,-9,0.18,0.0
Derrek,100 Thieves,"breach, fade, sova",157,0.87,168.0,114.0,0.61,0.29,0.07,0.06,95,115,46,11,9,36.0,8.0,2/24,22,Valorant Champions 2022,All Stages,All Match Types,,,,0.8260869565217391,1.2260869565217392,2,0.36,0.0833333333333333
Famouz,BOOM Esports,"chamber, kayo, raze, sova",131,0.79,172.0,117.0,0.55,0.23,0.08,0.12,72,102,30,10,16,15.0,7.0,1/15,20,Valorant Champions 2022,All Stages,All Match Types,,,,0.7058823529411765,1.0,-6,0.15,0.0666666666666666
Khalil,FURIA,"omen, viper",113,0.77,155.0,104.0,0.57,0.27,0.06,0.09,64,83,30,7,10,24.0,8.0,1/13,18,Valorant Champions 2022,All Stages,All Match Types,,,,0.7710843373493976,1.1325301204819278,-3,0.24,0.0769230769230769
Quick,FURIA,"chamber, killjoy, raze, sage, skye",113,0.94,193.0,131.0,0.68,0.24,0.1,0.12,77,80,27,11,14,24.0,38.0,3/8,20,Valorant Champions 2022,All Stages,All Match Types,,,,0.9625,1.3,-3,0.24,0.375
Will,100 Thieves,"chamber, jett, raze",157,1.07,245.0,155.0,0.86,0.19,0.2,0.13,135,116,30,31,21,18.0,13.0,2/16,28,Valorant Champions 2022,All Stages,All Match Types,,,,1.1637931034482758,1.4224137931034482,10,0.18,0.125
blaZek1ng,BOOM Esports,"astra, brimstone, fade, sova",131,0.9,176.0,112.0,0.59,0.27,0.05,0.07,77,92,36,6,9,27.0,0.0,0/33,18,Valorant Champions 2022,All Stages,All Match Types,,,,0.8369565217391305,1.2282608695652173,-3,0.27,0.0
dgzin,FURIA,"chamber, jett, kayo",113,1.0,224.0,139.0,0.81,0.13,0.21,0.1,92,84,15,24,11,34.0,31.0,4/13,25,Valorant Champions 2022,All Stages,All Match Types,,,,1.0952380952380951,1.2738095238095235,13,0.34,0.3076923076923077
dimasick,Team Liquid,"astra, brimstone, omen, sova",257,0.91,166.0,110.0,0.59,0.29,0.06,0.07,152,177,75,16,17,38.0,12.0,3/26,19,Valorant Champions 2022,All Stages,All Match Types,,,,0.8587570621468926,1.2824858757062148,-1,0.38,0.1153846153846153
fl1pzjder,BOOM Esports,"chamber, kayo, killjoy, viper",131,0.94,188.0,128.0,0.67,0.22,0.1,0.13,88,96,29,13,17,29.0,33.0,5/15,26,Valorant Champions 2022,All Stages,All Match Types,,,,0.9166666666666666,1.21875,-4,0.29,0.3333333333333333
mazin,FURIA,"breach, jett, kayo, sage",113,0.72,146.0,108.0,0.54,0.35,0.04,0.19,61,87,39,4,21,27.0,7.0,1/15,28,Valorant Champions 2022,All Stages,All Match Types,,,,0.7011494252873564,1.1494252873563218,-17,0.27,0.0666666666666666
nzr,FURIA,"fade, sova",113,0.95,185.0,126.0,0.7,0.16,0.05,0.05,79,76,18,6,6,24.0,16.0,3/19,22,Valorant Champions 2022,All Stages,All Match Types,,,,1.0394736842105263,1.2763157894736843,0,0.24,0.1578947368421052
stellar,100 Thieves,"cypher, kayo, sage, viper",157,0.9,163.0,115.0,0.55,0.33,0.04,0.1,87,111,52,6,15,29.0,4.0,1/26,24,Valorant Champions 2022,All Stages,All Match Types,,,,0.7837837837837838,1.2522522522522523,-9,0.29,0.0384615384615384
Boostio,Evil Geniuses,"astra, brimstone, chamber, killjoy",459,0.93,188.0,129.0,0.63,0.26,0.11,0.11,291,335,119,51,52,23.0,10.0,4/41,26,Valorant Champions 2023,All Stages,All Match Types,,,,0.8686567164179104,1.2238805970149254,-1,0.23,0.0975609756097561
Carpe,T1,"fade, gekko, killjoy, skye",129,0.72,150.0,99.0,0.54,0.25,0.04,0.12,70,103,32,5,16,26.0,33.0,2/6,17,Valorant Champions 2023,All Stages,All Match Types,,,,0.6796116504854369,0.9902912621359224,-11,0.26,0.3333333333333333
Cloud,Giants Gaming,"skye, sova",161,1.14,216.0,140.0,0.76,0.39,0.11,0.09,123,111,62,18,14,35.0,45.0,5/11,21,Valorant Champions 2023,All Stages,All Match Types,,,,1.108108108108108,1.6666666666666667,4,0.35,0.4545454545454545
DaveeyS,KRÜ Esports,"chamber, killjoy",90,1.03,182.0,130.0,0.64,0.17,0.07,0.04,58,52,15,6,4,23.0,7.0,1/14,21,Valorant Champions 2023,All Stages,All Match Types,,,,1.1153846153846154,1.4038461538461535,2,0.23,0.0714285714285714
Demon1,Evil Geniuses,"astra, brimstone, chamber, jett",459,1.23,246.0,166.0,0.92,0.17,0.15,0.09,421,302,80,69,41,40.0,15.0,10/67,28,Valorant Champions 2023,All Stages,All Match Types,,,,1.3940397350993377,1.6589403973509933,28,0.4,0.1492537313432835
Fit1nho,Giants Gaming,"jett, raze",161,1.04,227.0,156.0,0.81,0.19,0.19,0.15,130,127,31,31,24,22.0,22.0,2/9,34,Valorant Champions 2023,All Stages,All Match Types,,,,1.0236220472440944,1.2677165354330708,7,0.22,0.2222222222222222
Haodong,EDward Gaming,"astra, brimstone, omen",358,0.89,168.0,107.0,0.59,0.47,0.05,0.09,212,254,167,19,33,30.0,18.0,6/34,22,Valorant Champions 2023,All Stages,All Match Types,,,,0.8346456692913385,1.4921259842519683,-14,0.3,0.1764705882352941
MOJJ,FUT Esports,"killjoy, viper",216,0.97,193.0,130.0,0.65,0.28,0.13,0.12,141,152,60,28,25,30.0,20.0,7/35,22,Valorant Champions 2023,All Stages,All Match Types,,,,0.9276315789473684,1.3223684210526316,3,0.3,0.2
nizhaoTZH,FunPlus Phoenix,"astra, harbor, viper",85,0.76,137.0,95.0,0.49,0.27,0.06,0.07,42,59,23,5,6,37.0,6.0,1/16,17,Valorant Champions 2023,All Stages,All Match Types,,,,0.711864406779661,1.1016949152542372,-1,0.37,0.0625
qw1,FUT Esports,"jett, raze",216,0.88,191.0,123.0,0.7,0.08,0.16,0.17,151,163,18,35,37,28.0,12.0,2/17,21,Valorant Champions 2023,All Stages,All Match Types,,,,0.9263803680981596,1.0368098159509205,-2,0.28,0.1176470588235294
rhyme,Giants Gaming,"astra, breach, brimstone, omen",161,0.97,174.0,114.0,0.58,0.54,0.04,0.08,94,113,87,6,13,32.0,11.0,2/18,20,Valorant Champions 2023,All Stages,All Match Types,,,,0.831858407079646,1.6017699115044248,-7,0.32,0.1111111111111111
rin,Bilibili Gaming,"brimstone, killjoy, omen",237,0.82,145.0,92.0,0.51,0.34,0.05,0.07,122,167,81,12,17,23.0,8.0,2/24,16,Valorant Champions 2023,All Stages,All Match Types,,,,0.7305389221556886,1.215568862275449,-5,0.23,0.0833333333333333
s0m,NRG Esports,"astra, brimstone, harbor, omen",130,1.08,180.0,117.0,0.68,0.41,0.07,0.05,88,82,53,7,5,28.0,13.0,1/8,23,Valorant Champions 2023,All Stages,All Match Types,,,,1.0731707317073171,1.7195121951219512,2,0.28,0.125
tuyz,LOUD,"astra, brimstone, harbor, omen",515,1.02,163.0,107.0,0.59,0.48,0.05,0.06,304,317,247,26,33,29.0,19.0,14/73,23,Valorant Champions 2023,All Stages,All Match Types,,,,0.9589905362776026,1.7381703470031546,-7,0.29,0.1917808219178082
xeta,T1,"sova, viper",129,0.95,188.0,121.0,0.64,0.26,0.05,0.1,82,87,34,7,13,24.0,19.0,3/16,17,Valorant Champions 2023,All Stages,All Match Types,,,,0.942528735632184,1.3333333333333333,-6,0.24,0.1875
AAAAY,FunPlus Phoenix,"fade, gekko",115,0.97,182.0,123.0,0.7,0.17,0.08,0.05,81,77,20,9,6,31.0,6.0,1/17,27,Valorant Champions 2024,All Stages,All Match Types,,,,1.051948051948052,1.3116883116883118,3,0.31,0.0588235294117647
AtaKaptan,FUT Esports,"brimstone, omen, viper",88,0.8,161.0,106.0,0.53,0.34,0.05,0.1,47,63,30,4,9,24.0,0.0,0/7,15,Valorant Champions 2024,All Stages,All Match Types,,,,0.746031746031746,1.2222222222222223,-5,0.24,0.0
Autumn,FunPlus Phoenix,"chamber, viper",115,1.08,212.0,134.0,0.75,0.23,0.17,0.1,86,77,27,19,11,32.0,15.0,3/20,20,Valorant Champions 2024,All Stages,All Match Types,,,,1.1168831168831168,1.4675324675324677,8,0.32,0.15
BerLIN,FunPlus Phoenix,"astra, breach, omen",115,0.96,179.0,118.0,0.62,0.36,0.1,0.08,71,77,41,11,9,26.0,7.0,1/14,20,Valorant Champions 2024,All Stages,All Match Types,,,,0.922077922077922,1.4545454545454546,2,0.26,0.0714285714285714
C0M,LEVIATÁN,"fade, sova, viper",407,0.98,193.0,136.0,0.64,0.27,0.08,0.08,260,274,109,31,31,25.0,14.0,8/56,22,Valorant Champions 2024,All Stages,All Match Types,,,,0.948905109489051,1.3467153284671534,0,0.25,0.1428571428571428
Flex1n,Bilibili Gaming,"brimstone, omen, viper",78,0.93,182.0,127.0,0.64,0.32,0.1,0.08,50,60,25,8,6,36.0,15.0,2/13,16,Valorant Champions 2024,All Stages,All Match Types,,,,0.8333333333333334,1.25,2,0.36,0.1538461538461538
Governor,Talon Esports,"deadlock, neon, raze, sova",85,0.75,183.0,120.0,0.59,0.25,0.12,0.18,50,66,21,10,15,20.0,0.0,0/12,20,Valorant Champions 2024,All Stages,All Match Types,,,,0.7575757575757576,1.0757575757575757,-5,0.2,0.0
JitBoyS,Talon Esports,"clove, omen, viper",85,0.76,182.0,118.0,0.59,0.22,0.14,0.07,50,69,19,12,6,35.0,11.0,1/9,18,Valorant Champions 2024,All Stages,All Match Types,,,,0.7246376811594203,1.0,6,0.35,0.1111111111111111
Life,FunPlus Phoenix,"raze, viper, yoru",115,0.71,176.0,116.0,0.6,0.14,0.13,0.22,69,89,16,15,25,32.0,13.0,1/8,18,Valorant Champions 2024,All Stages,All Match Types,,,,0.7752808988764045,0.9550561797752808,-10,0.32,0.125
MrFaliN,FUT Esports,"breach, gekko, omen",88,0.78,173.0,113.0,0.56,0.35,0.06,0.09,49,65,31,5,8,25.0,13.0,1/8,16,Valorant Champions 2024,All Stages,All Match Types,,,,0.7538461538461538,1.2307692307692308,-3,0.25,0.125
Yosemite,Bilibili Gaming,"cypher, killjoy, viper",78,0.61,127.0,85.0,0.4,0.23,0.05,0.1,31,60,18,4,8,25.0,0.0,0/13,12,Valorant Champions 2024,All Stages,All Match Types,,,,0.5166666666666667,0.8166666666666667,-4,0.25,0.0
ban,Talon Esports,"cypher, deadlock, phoenix, skye",85,0.98,184.0,118.0,0.68,0.2,0.08,0.08,58,56,17,7,7,38.0,8.0,1/13,18,Valorant Champions 2024,All Stages,All Match Types,,,,1.0357142857142858,1.3392857142857142,0,0.38,0.0769230769230769
ceNder,Team Vitality,"omen, viper",151,0.88,167.0,108.0,0.64,0.32,0.07,0.15,96,107,48,10,23,29.0,7.0,1/15,19,Valorant Champions 2024,All Stages,All Match Types,,,,0.897196261682243,1.3457943925233644,-13,0.29,0.0666666666666666
hiro,FNATIC,"cypher, fade, viper",293,0.98,185.0,119.0,0.66,0.28,0.06,0.08,193,190,83,19,24,28.0,16.0,4/25,21,Valorant Champions 2024,All Stages,All Match Types,,,,1.0157894736842106,1.4526315789473685,-5,0.28,0.16
icy,G2 Esports,"gekko, raze, yoru",200,0.93,183.0,124.0,0.65,0.21,0.12,0.13,129,147,42,23,25,30.0,19.0,4/21,24,Valorant Champions 2024,All Stages,All Match Types,,,,0.8775510204081632,1.163265306122449,-2,0.3,0.1904761904761904
mta,KRÜ Esports,"gekko, kayo, sova, viper",156,0.88,174.0,115.0,0.62,0.27,0.1,0.09,97,112,42,15,14,32.0,8.0,1/12,19,Valorant Champions 2024,All Stages,All Match Types,,,,0.8660714285714286,1.2410714285714286,1,0.32,0.0833333333333333
primmie,Talon Esports,"clove, raze, sage, yoru",85,1.22,243.0,152.0,0.88,0.27,0.08,0.06,75,57,23,7,5,37.0,13.0,2/15,22,Valorant Champions 2024,All Stages,All Match Types,,,,1.3157894736842106,1.719298245614035,2,0.37,0.1333333333333333
qRaxs,FUT Esports,"breach, fade, gekko",88,0.94,156.0,102.0,0.57,0.3,0.05,0.07,50,57,26,4,6,29.0,21.0,3/14,17,Valorant Champions 2024,All Stages,All Match Types,,,,0.8771929824561403,1.3333333333333333,-2,0.29,0.2142857142857142
runneR,Team Vitality,"cypher, killjoy, viper",151,0.91,205.0,137.0,0.67,0.26,0.13,0.09,101,115,40,20,14,20.0,0.0,0/17,21,Valorant Champions 2024,All Stages,All Match Types,,,,0.8782608695652174,1.2260869565217392,6,0.2,0.0
tex,LEVIATÁN,"cypher, gekko, killjoy",407,0.88,194.0,130.0,0.69,0.19,0.12,0.14,280,307,76,50,57,33.0,16.0,5/32,26,Valorant Champions 2024,All Stages,All Match Types,,,,0.9120521172638436,1.1596091205211727,-7,0.33,0.15625
yetujey,FUT Esports,"cypher, viper",88,1.07,232.0,145.0,0.82,0.18,0.19,0.08,72,63,16,17,7,30.0,0.0,0/16,19,Valorant Champions 2024,All Stages,All Match Types,,,,1.1428571428571428,1.3968253968253967,10,0.3,0.0
Dep,ZETA DIVISION,"jett, sage, viper",431,0.93,195.0,126.0,0.69,0.24,0.11,0.1,299,312,105,48,44,28.0,6.0,3/51,26,Valorant Champions Tour Stage 1: Masters Reykjavík,All Stages,All Match Types,,,,0.9583333333333334,1.294871794871795,4,0.28,0.0588235294117647
H1ber,FNATIC,"chamber, jett, raze",85,0.97,231.0,153.0,0.74,0.26,0.2,0.16,63,73,22,17,14,19.0,0.0,0/4,20,Valorant Champions Tour Stage 1: Masters Reykjavík,All Stages,All Match Types,,,,0.863013698630137,1.1643835616438356,3,0.19,0.0
Jonn,Ninjas In Pyjamas,"jett, reyna, sage",147,0.85,182.0,120.0,0.63,0.22,0.08,0.13,93,113,32,12,19,29.0,13.0,1/8,19,Valorant Champions Tour Stage 1: Masters Reykjavík,All Stages,All Match Types,,,,0.8230088495575221,1.106194690265487,-7,0.29,0.125
Meddo,G2 Esports,"breach, cypher, viper",128,0.72,153.0,98.0,0.54,0.12,0.02,0.08,69,91,15,3,10,27.0,5.0,1/22,20,Valorant Champions Tour Stage 1: Masters Reykjavík,All Stages,All Match Types,,,,0.7582417582417582,0.9230769230769232,-7,0.27,0.0454545454545454
Nivera,Team Liquid,"chamber, cypher, killjoy",243,1.08,199.0,128.0,0.73,0.1,0.13,0.07,178,157,24,31,17,27.0,25.0,7/28,26,Valorant Champions Tour Stage 1: Masters Reykjavík,All Stages,All Match Types,,,,1.1337579617834397,1.286624203821656,14,0.27,0.25
Sayaplayer,The Guard,"jett, raze",108,1.12,251.0,157.0,0.88,0.14,0.19,0.18,95,75,15,20,19,27.0,0.0,0/15,27,Valorant Champions Tour Stage 1: Masters Reykjavík,All Stages,All Match Types,,,,1.2666666666666666,1.4666666666666666,1,0.27,0.0
SugarZ3ro,ZETA DIVISION,"astra, viper",431,1.1,222.0,147.0,0.8,0.34,0.06,0.06,345,298,146,25,27,29.0,19.0,12/62,25,Valorant Champions Tour Stage 1: Masters Reykjavík,All Stages,All Match Types,,,,1.157718120805369,1.6476510067114094,-2,0.29,0.1935483870967742
TENNN,ZETA DIVISION,"killjoy, raze, sage, skye",431,0.97,222.0,146.0,0.75,0.22,0.16,0.15,324,327,94,69,65,27.0,14.0,5/37,27,Valorant Champions Tour Stage 1: Masters Reykjavík,All Stages,All Match Types,,,,0.9908256880733946,1.2782874617737003,4,0.27,0.1351351351351351
bezn1,Ninjas In Pyjamas,"cypher, kayo, killjoy, sage",147,0.93,192.0,125.0,0.63,0.35,0.05,0.15,92,108,51,8,22,25.0,23.0,3/13,28,Valorant Champions Tour Stage 1: Masters Reykjavík,All Stages,All Match Types,,,,0.8518518518518519,1.3240740740740742,-14,0.25,0.2307692307692307
